ordered_tests,t1,t2,t3,t4,t5,t6,t7,f1,f2,f3,f4,f5,f6,f7,i1,i2,i3,i4,i5,i6,i7,a1,a2,a3,a4,a5,a6,a7
kfncpra,0.7241379310344828,0.7241379310344828,0.8703923900118906,0.901307966706302,0.9084423305588585,0.9797859690844233,1,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8453815261044177,0.9658634538152611,1,0.77431906614786,0.77431906614786,0.8944552529182879,0.9202334630350195,0.9250972762645915,0.9834630350194553,1,0.7188679245283018,0.7188679245283018,0.9505093684486373,0.9991319444444444,1,1,1
kfncpar,0.7241379310344828,0.7241379310344828,0.8703923900118906,0.901307966706302,0.9084423305588585,0.9417360285374554,1,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8453815261044177,0.9016064257028112,1,0.77431906614786,0.77431906614786,0.8944552529182879,0.9202334630350195,0.9250972762645915,0.9523346303501945,1,0.7188679245283018,0.7188679245283018,0.9505093684486373,0.9991319444444444,1,1,1
kfncrpa,0.7241379310344828,0.7241379310344828,0.8703923900118906,0.901307966706302,0.9726516052318668,0.9797859690844233,1,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.9538152610441767,0.9658634538152611,1,0.77431906614786,0.77431906614786,0.8944552529182879,0.9202334630350195,0.9785992217898833,0.9834630350194553,1,0.7188679245283018,0.7188679245283018,0.9505093684486373,0.9991319444444444,0.9991319444444444,1,1
kfncrap,0.7241379310344828,0.7241379310344828,0.8703923900118906,0.901307966706302,0.9726516052318668,0.9934601664684899,1,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.9538152610441767,0.9889558232931727,1,0.77431906614786,0.77431906614786,0.8944552529182879,0.9202334630350195,0.9785992217898833,0.9956225680933852,1,0.7188679245283018,0.7188679245283018,0.9505093684486373,0.9991319444444444,0.9991319444444444,0.9991319444444444,1
kfncapr,0.7241379310344828,0.7241379310344828,0.8703923900118906,0.901307966706302,0.9351961950059453,0.9417360285374554,1,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8905622489959839,0.9016064257028112,1,0.77431906614786,0.77431906614786,0.8944552529182879,0.9202334630350195,0.9479571984435797,0.9523346303501945,1,0.7188679245283018,0.7188679245283018,0.9505093684486373,0.9991319444444444,0.9991319444444444,1,1
kfncarp,0.7241379310344828,0.7241379310344828,0.8703923900118906,0.901307966706302,0.9351961950059453,0.9934601664684899,1,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8905622489959839,0.9889558232931727,1,0.77431906614786,0.77431906614786,0.8944552529182879,0.9202334630350195,0.9479571984435797,0.9956225680933852,1,0.7188679245283018,0.7188679245283018,0.9505093684486373,0.9991319444444444,0.9991319444444444,0.9991319444444444,1
kfnpcra,0.7241379310344828,0.7241379310344828,0.8703923900118906,0.8775267538644471,0.9084423305588585,0.9797859690844233,1,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8453815261044177,0.8453815261044177,0.9658634538152611,1,0.77431906614786,0.77431906614786,0.8944552529182879,0.8998054474708171,0.9250972762645915,0.9834630350194553,1,0.7188679245283018,0.7188679245283018,0.9505093684486373,0.9509433962264151,1,1,1
kfnpcar,0.7241379310344828,0.7241379310344828,0.8703923900118906,0.8775267538644471,0.9084423305588585,0.9417360285374554,1,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8453815261044177,0.8453815261044177,0.9016064257028112,1,0.77431906614786,0.77431906614786,0.8944552529182879,0.8998054474708171,0.9250972762645915,0.9523346303501945,1,0.7188679245283018,0.7188679245283018,0.9505093684486373,0.9509433962264151,1,1,1
kfnprca,0.7241379310344828,0.7241379310344828,0.8703923900118906,0.8775267538644471,0.9488703923900119,0.9797859690844233,1,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8453815261044177,0.9658634538152611,0.9658634538152611,1,0.77431906614786,0.77431906614786,0.8944552529182879,0.8998054474708171,0.9581712062256809,0.9834630350194553,1,0.7188679245283018,0.7188679245283018,0.9505093684486373,0.9509433962264151,0.9509433962264151,1,1
kfnprac,0.7241379310344828,0.7241379310344828,0.8703923900118906,0.8775267538644471,0.9488703923900119,0.9690844233055886,1,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8453815261044177,0.9658634538152611,1,1,0.77431906614786,0.77431906614786,0.8944552529182879,0.8998054474708171,0.9581712062256809,0.9747081712062257,1,0.7188679245283018,0.7188679245283018,0.9505093684486373,0.9509433962264151,0.9509433962264151,0.9509433962264151,1
